,As of Date,Facility PFI,Facility Name,DOH Region,Facility County,Facility Network,NY Forward Region,Patients Currently Hospitalized,Patients Newly Admitted,Patients Positive After Admission,Patients Discharged,Patients Currently in ICU,Patients Currently ICU Intubated,Patients Expired,Cumulative COVID-19 Discharges to Date,Cumulative COVID-19 Fatalities to Date,Total Staffed Beds,Total Staffed Beds Currently Available,Total Staffed ICU Beds,Total Staffed ICU Beds Currently Available,Patients Age Less Than 1 Year,Patients Age 1 To 4 Years,Patients Age 5 to 19 Years,Patients Age 20 to 44 Years,Patients Age 45 to 54 Years,Patients Age 55 to 64 Years,Patients Age 65 to 74 Years,Patients Age 75 to 84 Years,Patients Age Greater Than 85 Years,Hospitalized Indicator
77,3/30/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,275,154.0,105.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78,3/30/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,9.0,0.0,0.0,0.0,3.0,3.0,0.0,4,2,573,166.0,46.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0
79,3/30/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,9.0,0.0,9.0,6.0,5.0,5.0,0.0,22,0,307,133.0,36.0,23.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0
80,3/30/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,8.0,2.0,0.0,0.0,4.0,3.0,0.0,3,0,249,98.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0
81,3/30/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,8.0,0.0,2.0,0.0,5.0,5.0,0.0,2,2,166,90.0,15.0,3.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0
82,3/30/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,31,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
83,3/30/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,22.0,2.0,0.0,0.0,12.0,8.0,0.0,0,0,163,141.0,96.0,83.0,0.0,0.0,1.0,3.0,5.0,6.0,3.0,1.0,3.0,0
84,3/30/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,167.0,11.0,24.0,11.0,54.0,43.0,4.0,52,21,457,7.0,36.0,4.0,1.0,0.0,2.0,32.0,40.0,34.0,35.0,16.0,7.0,0
85,3/30/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,131.0,0.0,37.0,19.0,14.0,26.0,7.0,73,26,321,23.0,16.0,0.0,0.0,0.0,0.0,17.0,23.0,25.0,35.0,21.0,10.0,0
86,3/30/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,371.0,0.0,56.0,20.0,59.0,55.0,11.0,223,69,816,100.0,60.0,39.0,5.0,0.0,3.0,50.0,59.0,86.0,85.0,63.0,20.0,0
87,3/30/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,83.0,0.0,0.0,1.0,28.0,21.0,7.0,21,12,385,40.0,97.0,2.0,0.0,0.0,1.0,20.0,17.0,17.0,19.0,8.0,1.0,0
88,3/30/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,98.0,24.0,24.0,7.0,30.0,27.0,2.0,33,22,322,44.0,0.0,0.0,0.0,0.0,1.0,16.0,13.0,27.0,28.0,12.0,1.0,0
89,3/30/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,129.0,56.0,56.0,6.0,26.0,26.0,5.0,24,9,415,9.0,26.0,4.0,0.0,0.0,0.0,18.0,30.0,35.0,31.0,13.0,2.0,0
90,3/30/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
91,3/30/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,70.0,12.0,23.0,4.0,8.0,13.0,4.0,79,6,256,49.0,15.0,4.0,0.0,0.0,0.0,9.0,15.0,22.0,17.0,7.0,0.0,0
92,3/30/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93,3/30/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,211.0,0.0,25.0,17.0,45.0,41.0,7.0,85,33,421,14.0,32.0,4.0,0.0,0.0,0.0,29.0,32.0,49.0,62.0,30.0,9.0,0
94,3/30/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,19.0,0.0,2.0,2.0,9.0,6.0,0.0,11,2,210,67.0,20.0,1.0,0.0,0.0,0.0,3.0,2.0,6.0,4.0,3.0,1.0,0
95,3/31/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,34.0,0.0,10.0,0.0,12.0,11.0,0.0,10,2,684,368.0,117.0,48.0,0.0,0.0,0.0,4.0,8.0,7.0,9.0,3.0,3.0,0
96,3/31/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,275,151.0,105.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,3/31/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,11.0,2.0,2.0,0.0,3.0,3.0,0.0,4,2,573,168.0,46.0,20.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,0
98,3/31/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,8.0,0.0,1.0,4.0,5.0,5.0,0.0,26,0,307,153.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
99,3/31/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,9.0,1.0,4.0,1.0,4.0,4.0,0.0,4,0,249,100.0,16.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0
100,3/31/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,7.0,0.0,3.0,0.0,5.0,5.0,0.0,2,2,166,85.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0
101,3/31/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,31,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,3/31/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,28.0,2.0,0.0,0.0,16.0,16.0,1.0,0,1,163,135.0,96.0,78.0,0.0,0.0,1.0,5.0,6.0,7.0,3.0,2.0,4.0,0
103,3/31/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,157.0,11.0,16.0,26.0,59.0,53.0,2.0,78,23,457,5.0,36.0,0.0,0.0,0.0,1.0,35.0,33.0,32.0,34.0,17.0,5.0,0
104,3/31/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,164.0,1.0,57.0,23.0,15.0,39.0,11.0,96,35,321,14.0,16.0,0.0,0.0,0.0,0.0,22.0,23.0,32.0,41.0,33.0,13.0,0
105,3/31/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,440.0,0.0,133.0,64.0,77.0,76.0,17.0,287,86,816,263.0,60.0,21.0,5.0,0.0,3.0,58.0,70.0,102.0,109.0,69.0,24.0,0
106,3/31/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,109.0,0.0,0.0,0.0,32.0,32.0,3.0,21,15,385,4.0,97.0,0.0,0.0,0.0,1.0,22.0,15.0,25.0,25.0,17.0,4.0,0
107,3/31/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,114.0,12.0,0.0,4.0,34.0,34.0,3.0,37,25,322,38.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,33.0,31.0,14.0,1.0,0
108,3/31/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,149.0,20.0,20.0,10.0,29.0,29.0,4.0,34,12,415,33.0,37.0,2.0,0.0,0.0,0.0,20.0,35.0,40.0,33.0,17.0,4.0,0
109,3/31/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
110,3/31/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,87.0,16.0,18.0,1.0,12.0,10.0,1.0,80,7,256,49.0,15.0,4.0,0.0,0.0,0.0,10.0,22.0,21.0,22.0,12.0,0.0,0
111,3/31/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
112,3/31/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,235.0,2.0,59.0,20.0,41.0,35.0,13.0,105,46,421,46.0,32.0,18.0,0.0,0.0,0.0,34.0,37.0,59.0,64.0,31.0,10.0,0
113,3/31/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,30.0,1.0,13.0,1.0,10.0,9.0,0.0,12,2,265,80.0,26.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,8.0,6.0,2.0,0
114,4/1/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,32.0,0.0,4.0,6.0,13.0,11.0,0.0,16,2,684,362.0,117.0,46.0,0.0,0.0,0.0,3.0,7.0,7.0,8.0,3.0,4.0,0
115,4/1/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,275,144.0,105.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
116,4/1/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,15.0,5.0,5.0,1.0,3.0,3.0,0.0,5,2,573,175.0,46.0,18.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,2.0,1.0,0
117,4/1/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,1.0,0.0,1.0,0.0,4.0,4.0,1.0,26,1,307,149.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
118,4/1/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,5.0,1.0,0.0,4.0,3.0,3.0,1.0,8,1,249,110.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0
119,4/1/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,6.0,0.0,0.0,0.0,4.0,4.0,1.0,2,3,166,95.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0
120,4/1/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,31,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
121,4/1/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,35.0,7.0,0.0,0.0,23.0,22.0,0.0,0,1,163,128.0,96.0,73.0,0.0,0.0,0.0,5.0,5.0,9.0,7.0,5.0,4.0,0
122,4/1/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,177.0,7.0,40.0,15.0,62.0,54.0,14.0,93,37,457,8.0,36.0,1.0,0.0,0.0,0.0,40.0,35.0,33.0,46.0,20.0,3.0,0
123,4/1/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,182.0,0.0,43.0,25.0,16.0,46.0,6.0,121,41,367,38.0,41.0,7.0,0.0,0.0,0.0,24.0,27.0,37.0,46.0,34.0,14.0,0
124,4/1/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,501.0,3.0,122.0,64.0,71.0,80.0,18.0,351,104,"1,109",279.0,134.0,21.0,4.0,0.0,3.0,63.0,72.0,113.0,134.0,83.0,29.0,0
125,4/1/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,121.0,0.0,0.0,0.0,72.0,72.0,5.0,21,20,385,10.0,139.0,5.0,0.0,0.0,0.0,27.0,27.0,18.0,13.0,32.0,4.0,0
126,4/1/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,134.0,37.0,18.0,13.0,45.0,32.0,9.0,50,34,322,24.0,44.0,0.0,0.0,0.0,0.0,19.0,20.0,40.0,34.0,17.0,4.0,0
127,4/1/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,172.0,23.0,23.0,14.0,29.0,29.0,7.0,48,19,415,0.0,37.0,4.0,0.0,0.0,0.0,24.0,35.0,47.0,40.0,22.0,4.0,0
128,4/1/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
129,4/1/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,80.0,2.0,2.0,10.0,15.0,7.0,4.0,90,11,256,74.0,15.0,0.0,0.0,0.0,0.0,11.0,17.0,23.0,18.0,11.0,0.0,0
130,4/1/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
131,4/1/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,236.0,2.0,45.0,40.0,40.0,35.0,10.0,145,56,500,98.0,69.0,18.0,0.0,0.0,0.0,37.0,37.0,56.0,63.0,32.0,11.0,0
132,4/1/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,32.0,0.0,11.0,4.0,10.0,9.0,2.0,16,4,265,100.0,23.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,7.0,7.0,2.0,0
133,4/2/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,38.0,0.0,10.0,4.0,19.0,12.0,0.0,20,2,684,365.0,117.0,58.0,0.0,0.0,0.0,2.0,9.0,11.0,8.0,4.0,4.0,0
134,4/2/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,275,143.0,105.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135,4/2/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,20.0,5.0,5.0,0.0,3.0,3.0,0.0,5,2,573,171.0,46.0,16.0,0.0,0.0,0.0,4.0,3.0,5.0,4.0,2.0,2.0,0
136,4/2/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,13.0,13.0,13.0,1.0,8.0,8.0,0.0,27,1,307,155.0,36.0,12.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,0
137,4/2/2020,218,SISTERS OF CHARITY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,10.0,0.0,7.0,2.0,4.0,4.0,2.0,10,3,249,111.0,16.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,0
138,4/2/2020,267,KENMORE MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,15.0,0.0,0.0,0.0,10.0,9.0,0.0,2,3,166,103.0,15.0,5.0,0.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,2.0,0
139,4/2/2020,280,BERTRAND CHAFFEE HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,31,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140,4/2/2020,292,SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,40.0,5.0,0.0,0.0,29.0,27.0,0.0,0,1,163,122.0,96.0,67.0,0.0,0.0,0.0,5.0,5.0,11.0,10.0,5.0,4.0,0
141,4/2/2020,1165,JACOBI MEDICAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,177.0,10.0,24.0,11.0,60.0,51.0,12.0,104,49,457,9.0,64.0,3.0,0.0,0.0,0.0,41.0,34.0,33.0,47.0,18.0,4.0,0
142,4/2/2020,1168,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,178.0,0.0,35.0,39.0,16.0,44.0,16.0,160,57,375,40.0,41.0,7.0,0.0,0.0,0.0,22.0,26.0,37.0,48.0,36.0,9.0,0
143,4/2/2020,1169,MONTEFIORE MEDICAL CENTER - HENRY AND LUCY MOSES DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,530.0,4.0,102.0,77.0,101.0,84.0,17.0,428,121,"1,128",315.0,141.0,34.0,2.0,0.0,10.0,55.0,82.0,121.0,140.0,87.0,33.0,0
144,4/2/2020,1172,LINCOLN MEDICAL AND MENTAL HEALTH CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,131.0,0.0,0.0,0.0,78.0,78.0,5.0,21,25,385,22.0,139.0,1.0,0.0,0.0,0.0,27.0,17.0,30.0,35.0,14.0,8.0,0
145,4/2/2020,1176,SBH HEALTH SYSTEM,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,143.0,18.0,0.0,10.0,42.0,41.0,6.0,60,39,322,15.0,49.0,0.0,0.0,0.0,0.0,17.0,21.0,44.0,37.0,16.0,8.0,0
146,4/2/2020,1178,BRONXCARE HOSPITAL CENTER,METROPOLITAN AREA REGIONAL OFFICE,BRONX,INDEPENDENT,NEW YORK CITY,239.0,67.0,67.0,15.0,29.0,29.0,15.0,63,32,471,2.0,37.0,2.0,0.0,0.0,1.0,36.0,46.0,63.0,55.0,32.0,6.0,0
147,4/2/2020,1185,MONTEFIORE MEDICAL CENTER - MONTEFIORE WESTCHESTER SQUARE,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
148,4/2/2020,1186,NORTH CENTRAL BRONX HOSPITAL,METROPOLITAN AREA REGIONAL OFFICE,BRONX,NYC H+H,NEW YORK CITY,77.0,3.0,10.0,16.0,13.0,8.0,5.0,106,16,256,0.0,15.0,0.0,0.0,0.0,0.0,10.0,17.0,24.0,17.0,9.0,0.0,0
149,4/2/2020,1723,MERCY HOSPITAL-ORCHARD PARK DIVISION,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150,4/2/2020,3058,MONTEFIORE MED CTR - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,METROPOLITAN AREA REGIONAL OFFICE,BRONX,MONTEFIORE HEALTHCARE SYSTEM,NEW YORK CITY,257.0,3.0,64.0,23.0,39.0,37.0,13.0,168,69,511,108.0,76.0,18.0,0.0,0.0,0.0,45.0,40.0,58.0,66.0,34.0,14.0,0
151,4/2/2020,3067,MILLARD FILLMORE SUBURBAN HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,39.0,0.0,8.0,3.0,17.0,15.0,1.0,19,5,265,80.0,23.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,9.0,8.0,4.0,0
152,4/3/2020,207,BUFFALO GENERAL MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,36.0,0.0,3.0,5.0,20.0,13.0,1.0,25,3,684,408.0,117.0,54.0,0.0,0.0,0.0,3.0,6.0,11.0,9.0,5.0,2.0,0
153,4/3/2020,208,JOHN R. OISHEI CHILDRENS HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,KALEIDA HEALTH,WESTERN NEW YORK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,275,158.0,105.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
154,4/3/2020,210,ERIE COUNTY MEDICAL CENTER,WESTERN REGIONAL OFFICE,ERIE,INDEPENDENT,WESTERN NEW YORK,23.0,5.0,5.0,2.0,7.0,7.0,0.0,7,2,518,184.0,46.0,14.0,0.0,0.0,0.0,3.0,2.0,6.0,5.0,5.0,2.0,0
155,4/3/2020,213,MERCY HOSPITAL,WESTERN REGIONAL OFFICE,ERIE,"CATHOLIC HEALTH, BUFFALO",WESTERN NEW YORK,13.0,13.0,13.0,8.0,9.0,9.0,1.0,35,2,307,155.0,36.0,12.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,3.0,0.0,1
